Region	0_GapArtf1	1_GapArtf2	2_GapArtf3	3_Quies1	4_Quies2	5_Quies3	6_Quies4	7_Quies5	8_HET1	9_HET2	10_HET3	11_HET4	12_HET5	13_HET6	14_HET7	15_HET8	16_HET9	17_ReprPC1	18_ReprPC2	19_ReprPC3	20_ReprPC4	21_ReprPC5	22_ReprPC6	23_ReprPC7	24_ReprPC8	25_ReprPC9	26_Acet1	27_Acet2	28_Acet3	29_Acet4	30_Acet5	31_Acet6	32_Acet7	33_Acet8	34_EnhWk1	35_EnhWk2	36_EnhWk3	37_EnhWk4	38_EnhWk5	39_EnhWk6	40_EnhWk7	41_EnhWk8	42_EnhA1	43_EnhA2	44_EnhA3	45_EnhA4	46_EnhA5	47_EnhA6	48_EnhA7	49_EnhA8	50_EnhA9	51_EnhA10	52_EnhA11	53_EnhA12	54_EnhA13	55_EnhA14	56_EnhA15	57_EnhA16	58_EnhA17	59_EnhA18	60_EnhA19	61_EnhA20	62_TxEnh1	63_TxEnh2	64_TxEnh3	65_TxEnh4	66_TxEnh5	67_TxEnh6	68_TxEnh7	69_TxEnh8	70_TxWk1	71_TxWk2	72_Tx1	73_Tx2	74_Tx3	75_Tx4	76_Tx5	77_Tx6	78_Tx7	79_Tx8	80_TxEx1	81_TxEx2	82_TxEx3	83_TxEx4	84_znf1	85_znf2	86_DNase1	87_BivProm1	88_BivProm2	89_BivProm3	90_BivProm4	91_PromF1	92_PromF2	93_PromF3	94_PromF4	95_PromF5	96_PromF6	97_PromF7	98_TSS1	99_TSS2
chr1:100040001-100180000	0.0	0.0	0.0	0.0	0.0	10.571504082172016	0.1428581632725948	0.0	0.0	0.0	0.1428581632725948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857163265451896	0.8571489796355688	0.0	0.0	0.0	0.0	0.0	1.0000071429081636	0.0	2.142872449088922	2.3971599797141407	0.0	0.2857163265451896	0.8571489796355688	0.0	0.0	0.2857163265451896	0.0	0.0	0.1428581632725948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5714326530903792	0.0	4.285744898177844	1.0000071429081636	0.4285744898177844	0.4285744898177844	0.1428581632725948	0.1428581632725948	0.0	17.85727040907435	0.4285744898177844	6.428617347266766	3.1428795919970858	0.5714326530903792	3.1428795919970858	5.428610204358603	13.285809184351315	10.571504082172016	2.5714469389067065	1.2857234694533533	4.285744898177844	2.2857306123615166	0.0	0.1428581632725948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428581632725948	0.2857163265451896	0.0	0.6021471581939871	1.0000071429081636	0.4285744898177844	0.0
chr1:100970001-101630000	1.1448502194700294	0.0	0.0	1.3636384297551964	0.3939399908181679	21.036850055833415	4.09091528926559	0.18181845730069288	0.06060615243356429	0.06060615243356429	2.272730716258661	0.3030307621678215	0.12121230486712858	0.18181845730069288	0.9696984389370287	0.3333338383846036	0.09090922865034644	0.0	0.0	0.3939399908181679	6.575767539041726	0.06060615243356429	0.636364600552425	0.06060615243356429	0.0	0.0	0.030303076216782146	1.1818199724545035	2.939398393027868	0.2727276859510393	0.9393953627202465	0.48484921946851434	0.06060615243356429	0.18181845730069288	1.1212138200209394	0.0	0.5757584481188608	3.0000045454614326	9.696984389370288	7.333344444461279	7.121222910943804	0.7272738292027715	0.0	0.15151538108391074	0.2727276859510393	0.2727276859510393	0.7878799816363358	0.0	0.9393953627202465	1.6363661157062357	0.21212153351747504	2.0000030303076217	0.2727276859510393	0.09090922865034644	0.48484921946851434	0.06060615243356429	1.030304591370593	0.5151522956852965	0.7272738292027715	0.09090922865034644	0.0	2.424246097342572	0.0	0.2727276859510393	0.030303076216782146	0.030303076216782146	0.15151538108391074	0.4545461432517322	0.0	0.18181845730069288	3.3636414600628184	0.21212153351747504	0.3939399908181679	0.636364600552425	0.030303076216782146	0.18181845730069288	0.4545461432517322	1.8181845730069288	0.42424306703495007	1.424244582188761	0.0	0.030303076216782146	0.030303076216782146	0.09090922865034644	0.5151522956852965	0.09090922865034644	0.18181845730069288	0.12121230486712858	0.0	0.030303076216782146	0.0	0.0	0.030303076216782146	0.030303076216782146	0.15151538108391074	0.3333338383846036	0.12121230486712858	0.09090922865034644	0.06060615243356429	0.06060615243356429
chr1:107710001-107940000	0.695655198500863	0.0	0.0	0.0	0.0	12.337879729911869	1.1304396975639024	0.0	0.0	0.0	1.7391379962521576	0.26087069943782365	0.0	0.0	0.17391379962521575	0.26087069943782365	0.0	0.0	0.0	0.0	0.08695689981260787	0.0	0.08695689981260787	0.0	0.0	0.0	0.17391379962521575	0.782612098313471	0.26087069943782365	0.0	0.0	0.0	0.0	0.0	0.17391379962521575	0.0	0.0	0.5217413988756473	30.087087335162327	6.3478536863203745	5.304370888569081	1.1304396975639024	0.0	0.0	0.17391379962521575	0.0	0.26087069943782365	0.0	4.956543289318649	2.0000086956899814	0.0	2.086965595502589	4.270453349797173	0.0	0.08695689981260787	0.0	0.0	0.0	0.782612098313471	0.4347844990630394	0.0	0.3478275992504315	0.0	0.0	0.0	0.0	0.08695689981260787	0.0	0.0	0.0	18.521819660085477	0.9565258979386867	0.0	0.0	0.0	0.0	0.26087069943782365	0.26087069943782365	0.0	2.086965595502589	0.0	0.0	0.0	0.0	0.26087069943782365	0.0	0.3478275992504315	0.0	0.0	0.0	0.0	0.17391379962521575	0.08695689981260787	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1:108570001-108720000	3.0666871112474086	0.0	0.0	0.0	0.0	8.533390222601483	1.2000080000533337	0.0	0.0	0.0	0.5333368889125927	0.5333368889125927	0.26666844445629634	0.0	0.9333395555970373	0.0	0.0	0.0	0.0	0.0	4.266695111300741	0.0	0.9333395555970373	0.0	0.0	0.6666711111407408	0.0	0.6666711111407408	1.7333448889659264	0.13333422222814817	0.13333422222814817	0.13333422222814817	0.26666844445629634	0.0	1.8666791111940746	0.13333422222814817	0.5333368889125927	0.40000266668444456	4.800032000213335	3.333355555703705	0.13333422222814817	0.6666711111407408	0.0	0.9333395555970373	1.0666737778251854	0.1480009866732445	0.40000266668444456	1.6000106667377783	0.9333395555970373	2.1333475556503707	0.9333395555970373	3.733358222388149	1.2000080000533337	0.0	0.0	0.13333422222814817	0.13333422222814817	0.40000266668444456	0.6666711111407408	0.5333368889125927	0.13333422222814817	0.0	0.5333368889125927	0.5180034533563557	0.0	0.0	0.40000266668444456	0.26666844445629634	0.13333422222814817	0.13333422222814817	13.866759111727411	0.26666844445629634	0.6666711111407408	6.400042666951113	2.0000133334222228	0.40000266668444456	4.266695111300741	5.86670577803852	2.0000133334222228	3.0666871112474086	2.266681777878519	0.0	0.6666711111407408	0.13333422222814817	1.2000080000533337	0.0	0.40000266668444456	0.0	0.0	0.0	0.0	0.0	0.13333422222814817	0.40000266668444456	1.3333422222814817	0.0	0.9333395555970373	0.5333368889125927	0.13333422222814817	0.13333422222814817
chr1:109420001-109470000	0.0	0.0	0.0	0.0	0.0	2.8000560011200224	2.8000560011200224	0.0	0.0	0.0	1.2000240004800096	1.6000320006400128	0.8000160003200064	0.4000080001600032	0.4000080001600032	2.8000560011200224	0.4000080001600032	2.400048000960019	12.044240884817697	19.200384007680153	11.20022400448009	1.6000320006400128	0.4000080001600032	0.0	0.0	0.0	0.0	0.8000160003200064	0.8000160003200064	0.0	2.8000560011200224	1.6000320006400128	0.8000160003200064	0.0	8.80017600352007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4000080001600032	1.6000320006400128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2000240004800096	0.0	0.0	0.0	0.0	0.0	2.400048000960019	0.8000160003200064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.400048000960019	1.6000320006400128	0.0	1.6000320006400128	0.0	0.0	0.754015080301606	0.0	2.0000400008000163	0.0	0.0	0.0	0.0	0.0	0.0	2.0000400008000163	1.2000240004800096	0.4000080001600032	0.0	0.0	0.0	0.4000080001600032	2.0000400008000163	0.0	2.0000400008000163	1.2000240004800096	0.4000080001600032	0.0
chr1:110660001-111140000	2.3333381944545715	0.04166675347240307	0.0	1.0000020833376735	0.9166685763928675	8.875018489621853	12.166692013941697	0.0	0.04166675347240307	0.4166675347240307	7.250015104198133	1.6666701388961227	0.16666701388961228	0.5416677951412399	2.1250044270925565	2.9583394965406176	0.33333402777922455	0.08333350694480614	0.5416677951412399	5.625011718774414	18.000037500078125	1.0416688368100768	2.291671440982169	0.08333350694480614	0.08333350694480614	0.45833428819643374	0.08333350694480614	0.4166675347240307	0.5000010416688367	0.04166675347240307	0.04166675347240307	0.0	0.0	0.16666701388961228	0.7083348090308522	0.0	0.0	1.1250023437548828	1.3333361111168982	4.916676909743562	0.8333350694480613	0.4166675347240307	0.0	0.0	0.0	0.0	0.29166727430682143	0.4166675347240307	0.29166727430682143	3.250006770847439	0.0	0.12500026041720919	1.0416688368100768	0.08333350694480614	0.4166675347240307	0.08333350694480614	0.25000052083441837	0.8750018229204645	0.0	0.25000052083441837	0.0	0.0	0.0	0.20833376736201534	0.08333350694480614	0.0	0.04166675347240307	0.8750018229204645	0.0	0.04166675347240307	1.7035452157191995	0.04166675347240307	0.5416677951412399	0.33333402777922455	0.0	0.08333350694480614	0.5833345486136429	1.750003645840929	1.4166696180617044	1.6250033854237196	0.12500026041720919	0.0	0.16666701388961228	0.0	1.291669357644495	0.08333350694480614	0.3750007812516276	0.5000010416688367	0.12500026041720919	0.16666701388961228	0.0	0.04166675347240307	0.0	0.08333350694480614	0.25458386371638275	0.0	0.12500026041720919	0.25000052083441837	0.04166675347240307	0.04166675347240307
chr1:113640001-113900000	0.0	0.0	0.0	0.0	0.0	7.0000269231804735	0.0	0.0	0.0	0.0	0.384616863911015	0.23077011834660902	0.07692337278220301	0.0	0.14500055769445266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384674556440603	0.0	0.07692337278220301	0.07692337278220301	0.0	0.0	0.8461571006042331	0.07692337278220301	0.384616863911015	0.46154023669321803	2.0000076923372783	4.0000153846745565	0.46154023669321803	0.6153869822576241	0.0	0.23077011834660902	0.23077011834660902	0.15384674556440603	0.6923103550398271	0.538463609475421	0.538463609475421	1.3076973372974512	0.6923103550398271	1.8461609467728721	1.3846207100796541	0.0	0.6153869822576241	0.8461571006042331	2.153854437901684	0.384616863911015	0.8461571006042331	0.0	0.15384674556440603	0.23077011834660902	0.0	3.3077050296347292	0.6153869822576241	0.07692337278220301	0.538463609475421	0.07692337278220301	0.07692337278220301	0.384616863911015	25.769329882038004	0.6923103550398271	4.153862130238963	2.153854437901684	0.15384674556440603	1.3076973372974512	4.61540236693218	9.076957988299956	3.0000115385059174	5.769252958665225	0.46154023669321803	0.5469251804814634	1.2307739645152482	0.0	2.7692414201593083	0.46154023669321803	0.15384674556440603	0.0	0.0	0.0	0.0	0.0	0.15384674556440603	0.23077011834660902	0.6923103550398271	0.0	0.46154023669321803	0.8461571006042331	0.30769349112881206	0.07692337278220301
chr1:114380001-114720000	0.0	0.0	0.0	0.0	0.0	13.705922664478425	0.647060726649196	0.17647110726796256	0.0	0.0	0.4117659169585792	0.17647110726796256	0.11764740484530836	0.17647110726796256	0.17647110726796256	0.05882370242265418	0.0	0.0	0.23529480969061672	4.058835467163139	3.7647169550498676	0.3529422145359251	0.5882370242265418	0.17647110726796256	0.0	0.4117659169585792	0.05882370242265418	0.647060726649196	3.2353036332459806	0.0	0.0	0.0	0.0	2.0588295847928966	0.8823555363398128	0.0	2.0000058823702425	0.8235318339171585	0.0	0.0	0.7058844290718502	0.4117659169585792	0.0	0.05882370242265418	0.0	0.0	0.2941185121132709	0.05882370242265418	0.0	0.0	0.0	0.11764740484530836	0.5882370242265418	0.7058844290718502	2.52941920417413	0.05882370242265418	0.11764740484530836	2.2285359662822537	0.05882370242265418	0.05882370242265418	0.0	0.0	0.17647110726796256	1.7058873702569712	1.4120629766558137	0.05882370242265418	0.05882370242265418	0.0	0.05882370242265418	0.3529422145359251	8.823555363398128	2.4117717993288217	8.470613148862203	4.176482872008447	0.3529422145359251	2.7058903114420927	1.9411821799475881	8.00002352948097	6.829725969782265	1.1176503460304295	0.8823555363398128	2.1176532872155507	1.529416262989009	0.0	0.5882370242265418	0.0	0.0	0.0	0.0	0.11764740484530836	0.17647110726796256	0.05882370242265418	0.11764740484530836	0.4117659169585792	0.647060726649196	0.23529480969061672	0.4117659169585792	0.647060726649196	0.4117659169585792	0.05882370242265418
chr1:14710001-15060000	0.0	0.0	0.0	0.0	0.05714302040862974	9.428598367423907	0.7428592653121866	0.11428604081725947	0.17142906122588922	1.0285743673553354	0.2857151020431487	0.05714302040862974	0.8571453061294461	0.17142906122588922	0.8571453061294461	0.9142883265380758	0.05714302040862974	0.0	0.0	0.7428592653121866	3.3142951837005246	0.22857208163451895	4.2857265306472305	2.685721959205598	0.17142906122588922	0.05714302040862974	0.8571453061294461	4.685727673507638	8.342880979659942	1.542861551033003	0.6857162449035569	0.22857208163451895	1.4857185306243732	1.3714324898071137	1.3142894693984841	2.5714359183883384	1.4285755102157434	2.000005714302041	1.6571475918502623	0.05714302040862974	0.05714302040862974	1.3142894693984841	1.542861551033003	1.2571464489898543	0.22857208163451895	0.11428604081725947	0.7428592653121866	1.085717387763965	1.2000034285812244	0.0	0.0	0.11428604081725947	0.7428592653121866	3.0285800816573762	2.1142917551193006	0.4571441632690379	1.6000045714416327	2.1142917551193006	1.4857185306243732	1.4285755102157434	1.2571464489898543	0.0	0.17142906122588922	0.0	0.0	0.0	1.8857196734847814	0.0	1.1428604081725948	0.05714302040862974	1.3142894693984841	2.8294366555333013	0.0	3.3142951837005246	8.85716816333761	0.22857208163451895	1.0560030171514776	0.05714302040862974	0.0	0.0	0.0	0.0	0.40000114286040817	0.0	0.22857208163451895	0.0	0.40000114286040817	0.0	0.05714302040862974	0.5714302040862974	0.4571441632690379	0.11428604081725947	0.0	0.0	0.0	0.2857151020431487	0.0	0.0	0.0	0.22857208163451895
chr1:167010001-167390000	0.0	0.0	0.0	0.0	0.0	11.736872991771031	1.3684246537490887	0.0	0.052631717451888035	0.0	0.8421074792302086	1.1052660664896488	0.47368545706699233	0.1578951523556641	0.8947391966820966	0.8947391966820966	0.1578951523556641	0.0	0.0	1.200529475077566	6.789491551293556	0.1578951523556641	2.9473761773057294	1.3157929362972007	0.0	0.0	0.47368545706699233	1.2105295013934247	2.8421127424019534	0.0	0.0	0.0	0.0	1.4210563712009767	0.052631717451888035	0.3157903047113282	1.1052660664896488	2.2105321329792975	1.6315832410085291	0.7894757617783206	0.5263171745188804	1.8421101108160813	0.0	0.10526343490377607	0.052631717451888035	0.0	0.2631585872594402	0.4210537396151043	1.0526343490377608	0.8947391966820966	0.0	1.3684246537490887	0.7368440443264324	0.8947391966820966	1.3684246537490887	2.1579004155274095	1.0526343490377608	0.21052686980755214	3.105271329661394	0.7368440443264324	1.8947418282679693	0.0	0.21052686980755214	1.8421101108160813	0.052631717451888035	0.0	0.21052686980755214	0.052631717451888035	0.3157903047113282	0.0	4.789486288121811	2.9473761773057294	7.3158087258124365	11.631609556867256	1.5789515235566411	0.0	0.1578951523556641	1.6315832410085291	0.32552717243992746	0.8947391966820966	0.0	0.10526343490377607	0.21052686980755214	0.0	2.0526369806236335	0.1578951523556641	0.2631585872594402	0.10526343490377607	0.0	0.10526343490377607	0.0	0.5263171745188804	0.052631717451888035	0.10526343490377607	0.4210537396151043	0.10526343490377607	0.10526343490377607	0.3684220221632162	0.1578951523556641	0.3684220221632162
